horizon,model,qlike_mean,qlike_median,mse,collapsed,dm_vs_har,p_vs_har,n_obs,mcs_pvalue,in_mcs,qlike_delta_vs_har,block
21,har_x__spy_put_call,0.25134085440467885,0.09896593878678073,0.0024370297276919595,0,0.993869828681683,0.3202862448144841,720,0.6395,True,0.006161584148464239,option
21,har_x__gdelt_tone_mkt,0.3135685160069381,0.05884987754594828,0.0024012976451401823,0,1.3323452201858543,0.18274677402711204,720,0.4525,True,0.06838924575072347,news
21,har_x__gdelt_share_mkt,0.25201752693297397,0.10962334798238227,0.0024803868259560507,0,1.6908107865455382,0.09087294639612176,720,0.289,True,0.006838256676759358,news
21,har_x__gdelt_tone_econ,0.2649064207397582,0.06656722287536077,0.002289975795864098,0,0.7533231532302925,0.4512557488729012,720,0.913,True,0.019727150483543565,news
21,har_x__gdelt_share_econ,0.255261903679322,0.08967899600515172,0.002427584909756713,0,0.8203208893019639,0.4120332010035801,720,0.8775,True,0.01008263342310739,news
21,har_x__wiki_attention,0.24469027002404534,0.10046049699854143,0.002433923701206778,0,-0.5925459746618573,0.5534850440628516,720,0.9945,True,-0.0004890002321692732,attention
21,har_x__epu_log,0.25888953476917675,0.10610976121909577,0.0025090049809674535,0,2.536893138851624,0.011184108750131871,720,0.0155,False,0.013710264512962145,uncertainty
21,har_x__emv_overall,0.24384674133903086,0.09343541196724536,0.002398312204084622,0,-0.3012667290051214,0.7632111094338201,720,1.0,True,-0.0013325289171837451,uncertainty
21,har_x__is_fomc,0.24536057416637677,0.10342850226783096,0.0024326073416967562,0,0.08964241402803129,0.9285713785441929,720,0.9945,True,0.00018130391016216163,calendar
21,har_x__is_cpi,0.24517050878253713,0.10267943641875099,0.002433325268659611,0,-0.0903811359103847,0.9279843466973812,720,0.772,True,-8.761473677482146e-06,calendar
21,har_x__is_payrolls,0.24483291186279482,0.10259327285371145,0.0024328972799948136,0,-1.2738354042206814,0.20272175501498224,720,0.9945,True,-0.0003463583934197878,calendar
