date,close,ret
2023-01-05,379.38,-0.011413
2023-01-06,388.08,0.022932
2023-01-09,387.86,-0.000567
2023-01-10,390.58,0.007013
2023-01-11,395.52,0.012648
2023-01-12,396.96,0.003641
2023-01-13,398.5,0.00388
2023-01-17,397.77,-0.001832
2023-01-18,391.49,-0.015788
2023-01-19,388.64,-0.00728
2023-01-20,395.88,0.018629
2023-01-23,400.63,0.011999
2023-01-24,400.2,-0.001073
2023-01-25,400.35,0.000375
2023-01-26,404.75,0.01099
2023-01-27,405.68,0.002298
2023-01-30,400.59,-0.012547
2023-01-31,406.48,0.014703
2023-02-01,410.8,0.010628
2023-02-02,416.78,0.014557
2023-02-03,412.35,-0.010629
2023-02-06,409.83,-0.006111
2023-02-07,415.19,0.013079
2023-02-08,410.65,-0.010935
2023-02-09,407.09,-0.008669
2023-02-10,408.04,0.002334
2023-02-13,412.83,0.011739
2023-02-14,412.64,-0.00046
2023-02-15,413.98,0.003247
2023-02-16,408.28,-0.013769
2023-02-17,407.26,-0.002498
